LEA Name,LEA Entity ID,School Name,School Entity ID,SchoolCTDS,Subgroup,EthnicAsian,EthnicAmericanIndianAlaskaNative,EthnicBlackAfricanAmerican,EthnicHispanicLatino,EthnicWhite,EthnicNativeHawaiianOthPacIslan,Missing_Ethnicity,Total,
Academy with Community Partners  Inc,79213,,,           _,Free Lunch,*,*,*,79,37,*,*,129,
Academy with Community Partners  Inc,79213,,,           _,Students With Disabilities,*,*,*,*,*,*,*,23,
Academy with Community Partners  Inc,79213,,,           _,Reduced Lunch,*,*,*,11,*,*,*,22,
Academy with Community Partners  Inc,79213,Academy with Community Partners,10795,078794201,All Students,*,*,*,72,39,*,*,128,
Academy with Community Partners  Inc,79213,Academy with Community Partners,10795,078794201,English Learners,*,*,*,*,*,*,*,*,
Academy with Community Partners  Inc,79213,Academy with Community Partners,10795,078794201,Free Lunch,*,*,*,79,37,*,*,129,
Academy with Community Partners  Inc,79213,Academy with Community Partners,10795,078794201,Students With Disabilities,*,*,*,*,*,*,*,23,
Academy with Community Partners  Inc,79213,Academy with Community Partners,10795,078794201,Reduced Lunch,*,*,*,11,*,*,*,22,
Accelerated Elementary and Secondary Schools,6364,,,           _,All Students,*,*,*,94,68,*,*,176,
Accelerated Elementary and Secondary Schools,6364,,,           _,English Learners,*,*,*,*,*,*,*,*,
Accelerated Elementary and Secondary Schools,6364,,,           _,Free Lunch,*,*,*,37,22,*,*,70,
Accelerated Elementary and Secondary Schools,6364,,,           _,Students With Disabilities,*,*,*,12,*,*,*,20,
Accelerated Elementary and Secondary Schools,6364,,,           _,Reduced Lunch,*,*,*,17,*,*,*,28,
Accelerated Elementary and Secondary Schools,6364,Accelerated Learning Laboratory,5891,108767001,All Students,*,*,*,94,68,*,*,176,
Accelerated Elementary and Secondary Schools,6364,Accelerated Learning Laboratory,5891,108767001,English Learners,*,*,*,*,*,*,*,*,
Accelerated Elementary and Secondary Schools,6364,Accelerated Learning Laboratory,5891,108767001,Free Lunch,*,*,*,37,22,*,*,70,
Accelerated Elementary and Secondary Schools,6364,Accelerated Learning Laboratory,5891,108767001,Students With Disabilities,*,*,*,12,*,*,*,20,
Accelerated Elementary and Secondary Schools,6364,Accelerated Learning Laboratory,5891,108767001,Reduced Lunch,*,*,*,17,*,*,*,28,
"Accelerated Learning Center, Inc.",4297,,,           _,All Students,*,*,*,19,159,*,*,183,
"Accelerated Learning Center, Inc.",4297,,,           _,English Learners,*,*,*,*,*,*,*,*,
"Accelerated Learning Center, Inc.",4297,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
"Accelerated Learning Center, Inc.",4297,,,           _,Students With Disabilities,*,*,*,*,23,*,*,26,
"Accelerated Learning Center, Inc.",4297,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
"Accelerated Learning Center, Inc.",4297,Accelerated Learning Center,5462,078979201,All Students,*,*,*,19,159,*,*,183,
"Accelerated Learning Center, Inc.",4297,Accelerated Learning Center,5462,078979201,English Learners,*,*,*,*,*,*,*,*,
"Accelerated Learning Center, Inc.",4297,Accelerated Learning Center,5462,078979201,Free Lunch,*,*,*,*,*,*,*,*,
"Accelerated Learning Center, Inc.",4297,Accelerated Learning Center,5462,078979201,Students With Disabilities,*,*,*,*,23,*,*,26,
"Accelerated Learning Center, Inc.",4297,Accelerated Learning Center,5462,078979201,Reduced Lunch,*,*,*,*,*,*,*,*,
Acclaim Charter School,4325,,,           _,All Students,*,*,*,385,*,*,*,398,
Acclaim Charter School,4325,,,           _,English Learners,*,*,*,*,*,*,*,134,
Acclaim Charter School,4325,,,           _,Free Lunch,*,*,*,148,*,*,*,150,
Acclaim Charter School,4325,,,           _,Students With Disabilities,*,*,*,53,*,*,*,58,
Acclaim Charter School,4325,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
Acclaim Charter School,4325,ACCLAIM Academy,5496,078701101,All Students,*,*,*,385,*,*,*,398,
Acclaim Charter School,4325,ACCLAIM Academy,5496,078701101,English Learners,*,*,*,*,*,*,*,134,
Acclaim Charter School,4325,ACCLAIM Academy,5496,078701101,Free Lunch,*,*,*,148,*,*,*,150,
Acclaim Charter School,4325,ACCLAIM Academy,5496,078701101,Students With Disabilities,*,*,*,52,*,*,*,57,
Acclaim Charter School,4325,ACCLAIM Academy,5496,078701101,Reduced Lunch,*,*,*,*,*,*,*,*,
Acclaim Charter School,4325,ACES-Phoenix West,90771,072190003,All Students,*,*,*,*,*,*,*,*,
Acclaim Charter School,4325,ACES-Phoenix West,90771,072190003,English Learners,*,*,*,*,*,*,*,*,
Acclaim Charter School,4325,ACES-Phoenix West,90771,072190003,Free Lunch,*,*,*,*,*,*,*,*,
Acclaim Charter School,4325,ACES-Phoenix West,90771,072190003,Students With Disabilities,*,*,*,*,*,*,*,*,
Acclaim Charter School,4325,ACES-Phoenix West,90771,072190003,Reduced Lunch,*,*,*,*,*,*,*,*,
Acorn Montessori Charter School,79437,,,           _,All Students,*,*,*,139,285,*,*,452,
Acorn Montessori Charter School,79437,,,           _,English Learners,*,*,*,*,*,*,*,22,
Acorn Montessori Charter School,79437,,,           _,Free Lunch,*,*,*,104,149,*,*,266,
Acorn Montessori Charter School,79437,,,           _,Students With Disabilities,*,*,*,18,50,*,*,72,
Acorn Montessori Charter School,79437,,,           _,Reduced Lunch,*,*,*,21,23,*,*,48,
Acorn Montessori Charter School,79437,Acorn Montessori Charter School,79438,138760101,All Students,*,*,*,97,195,*,*,313,
Acorn Montessori Charter School,79437,Acorn Montessori Charter School,79438,138760101,English Learners,*,*,*,*,*,*,*,14,
Acorn Montessori Charter School,79437,Acorn Montessori Charter School,79438,138760101,Free Lunch,*,*,*,78,102,*,*,189,
Acorn Montessori Charter School,79437,Acorn Montessori Charter School,79438,138760101,Students With Disabilities,*,*,*,11,35,*,*,50,
Acorn Montessori Charter School,79437,Acorn Montessori Charter School,79438,138760101,Reduced Lunch,*,*,*,16,18,*,*,38,
Acorn Montessori Charter School,79437,"Acorn Montessori Charter School, Inc. - West",88180,138760102,All Students,*,*,*,42,90,*,*,139,
Acorn Montessori Charter School,79437,"Acorn Montessori Charter School, Inc. - West",88180,138760102,English Learners,*,*,*,*,*,*,*,*,
Acorn Montessori Charter School,79437,"Acorn Montessori Charter School, Inc. - West",88180,138760102,Free Lunch,*,*,*,26,47,*,*,77,
Acorn Montessori Charter School,79437,"Acorn Montessori Charter School, Inc. - West",88180,138760102,Students With Disabilities,*,*,*,*,15,*,*,22,
Acorn Montessori Charter School,79437,"Acorn Montessori Charter School, Inc. - West",88180,138760102,Reduced Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,,,           _,All Students,269,68,819,3587,2750,34,261,7788,
Agua Fria Union High School District,4289,,,           _,English Learners,*,*,*,56,*,*,*,75,
Agua Fria Union High School District,4289,,,           _,Free Lunch,59,*,431,1707,448,*,85,2750,
Agua Fria Union High School District,4289,,,           _,Students With Disabilities,*,11,144,397,308,*,23,896,
Agua Fria Union High School District,4289,,,           _,Reduced Lunch,19,*,69,440,152,*,13,706,
Agua Fria Union High School District,4289,ACCEL Buckeye Learning Center,91260,072164008,All Students,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACCEL Buckeye Learning Center,91260,072164008,English Learners,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACCEL Buckeye Learning Center,91260,072164008,Free Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACCEL Buckeye Learning Center,91260,072164008,Students With Disabilities,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACCEL Buckeye Learning Center,91260,072164008,Reduced Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACCEL Metro Campus,7356,072164001,All Students,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACCEL Metro Campus,7356,072164001,English Learners,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACCEL Metro Campus,7356,072164001,Free Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACCEL Metro Campus,7356,072164001,Students With Disabilities,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACCEL Metro Campus,7356,072164001,Reduced Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACES-Phoenix West,90771,072190003,All Students,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACES-Phoenix West,90771,072190003,English Learners,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACES-Phoenix West,90771,072190003,Free Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACES-Phoenix West,90771,072190003,Students With Disabilities,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,ACES-Phoenix West,90771,072190003,Reduced Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Agua Fria High School,5454,070516201,All Students,35,*,181,1082,325,*,24,1667,
Agua Fria Union High School District,4289,Agua Fria High School,5454,070516201,English Learners,*,*,*,28,*,*,*,34,
Agua Fria Union High School District,4289,Agua Fria High School,5454,070516201,Free Lunch,*,*,119,766,94,*,14,1013,
Agua Fria Union High School District,4289,Agua Fria High School,5454,070516201,Students With Disabilities,*,*,28,132,56,*,*,227,
Agua Fria Union High School District,4289,Agua Fria High School,5454,070516201,Reduced Lunch,*,*,21,125,26,*,*,181,
Agua Fria Union High School District,4289,Banner Academy,7341,072144001,All Students,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Banner Academy,7341,072144001,English Learners,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Banner Academy,7341,072144001,Free Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Banner Academy,7341,072144001,Students With Disabilities,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Banner Academy,7341,072144001,Reduced Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Desert Edge High School,79799,070516203,All Students,41,*,245,898,483,*,73,1764,
Agua Fria Union High School District,4289,Desert Edge High School,79799,070516203,English Learners,*,*,*,11,*,*,*,18,
Agua Fria Union High School District,4289,Desert Edge High School,79799,070516203,Free Lunch,13,*,145,427,121,*,32,743,
Agua Fria Union High School District,4289,Desert Edge High School,79799,070516203,Students With Disabilities,*,*,47,95,62,*,*,214,
Agua Fria Union High School District,4289,Desert Edge High School,79799,070516203,Reduced Lunch,*,*,19,141,47,*,*,227,
Agua Fria Union High School District,4289,Hi-Star Center for Children,7373,072170001,All Students,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Hi-Star Center for Children,7373,072170001,English Learners,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Hi-Star Center for Children,7373,072170001,Free Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Hi-Star Center for Children,7373,072170001,Students With Disabilities,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Hi-Star Center for Children,7373,072170001,Reduced Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Millennium High School,78926,070516202,All Students,133,26,269,867,948,14,90,2347,
Agua Fria Union High School District,4289,Millennium High School,78926,070516202,English Learners,*,*,*,*,*,*,*,13,
Agua Fria Union High School District,4289,Millennium High School,78926,070516202,Free Lunch,26,*,129,280,118,*,29,587,
Agua Fria Union High School District,4289,Millennium High School,78926,070516202,Students With Disabilities,*,*,42,92,94,*,*,242,
Agua Fria Union High School District,4289,Millennium High School,78926,070516202,Reduced Lunch,*,*,26,80,36,*,*,152,
Agua Fria Union High School District,4289,Southwest Education Center-Tolleson,91270,072146005,All Students,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Southwest Education Center-Tolleson,91270,072146005,English Learners,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Southwest Education Center-Tolleson,91270,072146005,Free Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Southwest Education Center-Tolleson,91270,072146005,Students With Disabilities,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Southwest Education Center-Tolleson,91270,072146005,Reduced Lunch,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Verrado High School,87903,070516204,All Students,60,*,120,734,986,*,73,1991,
Agua Fria Union High School District,4289,Verrado High School,87903,070516204,English Learners,*,*,*,*,*,*,*,*,
Agua Fria Union High School District,4289,Verrado High School,87903,070516204,Free Lunch,*,*,38,232,115,*,*,405,
Agua Fria Union High School District,4289,Verrado High School,87903,070516204,Students With Disabilities,*,*,21,72,89,*,*,193,
Agua Fria Union High School District,4289,Verrado High School,87903,070516204,Reduced Lunch,*,*,*,94,43,*,*,146,
Aguila Elementary District,4249,,,           _,All Students,*,*,*,207,*,*,*,217,
Aguila Elementary District,4249,,,           _,English Learners,*,*,*,*,*,*,*,46,
Aguila Elementary District,4249,,,           _,Free Lunch,*,*,*,162,*,*,*,171,
Aguila Elementary District,4249,,,           _,Students With Disabilities,*,*,*,29,*,*,*,33,
Aguila Elementary District,4249,,,           _,Reduced Lunch,*,*,*,*,*,*,*,13,
Aguila Elementary District,4249,Aguila Elementary School,5187,070363101,All Students,*,*,*,154,*,*,*,161,
Aguila Elementary District,4249,Aguila Elementary School,5187,070363101,English Learners,*,*,*,*,*,*,*,44,
Aguila Elementary District,4249,Aguila Elementary School,5187,070363101,Free Lunch,*,*,*,129,*,*,*,135,
Aguila Elementary District,4249,Aguila Elementary School,5187,070363101,Students With Disabilities,*,*,*,25,*,*,*,27,
Aguila Elementary District,4249,Aguila Elementary School,5187,070363101,Reduced Lunch,*,*,*,*,*,*,*,11,
Aguila Elementary District,4249,Salome High School,6203,150576201,All Students,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Salome High School,6203,150576201,English Learners,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Salome High School,6203,150576201,Free Lunch,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Salome High School,6203,150576201,Students With Disabilities,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Salome High School,6203,150576201,Reduced Lunch,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Wickenburg High School,4987,070209201,All Students,*,*,*,47,*,*,*,50,
Aguila Elementary District,4249,Wickenburg High School,4987,070209201,English Learners,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Wickenburg High School,4987,070209201,Free Lunch,*,*,*,29,*,*,*,31,
Aguila Elementary District,4249,Wickenburg High School,4987,070209201,Students With Disabilities,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Wickenburg High School,4987,070209201,Reduced Lunch,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Wickenburg Virtual Academy,91264,070209004,All Students,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Wickenburg Virtual Academy,91264,070209004,English Learners,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Wickenburg Virtual Academy,91264,070209004,Free Lunch,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Wickenburg Virtual Academy,91264,070209004,Students With Disabilities,*,*,*,*,*,*,*,*,
Aguila Elementary District,4249,Wickenburg Virtual Academy,91264,070209004,Reduced Lunch,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,,,           _,All Students,*,*,15,35,97,*,*,163,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,,,           _,English Learners,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,,,           _,Free Lunch,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,,,           _,Students With Disabilities,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,,,           _,Reduced Lunch,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Valiant Academy,91184,078582003,All Students,*,*,11,25,68,*,*,114,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Valiant Academy,91184,078582003,English Learners,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Valiant Academy,91184,078582003,Free Lunch,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Valiant Academy,91184,078582003,Students With Disabilities,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Valiant Academy,91184,078582003,Reduced Lunch,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Valiant Academy,91246,078582002,All Students,*,*,*,*,29,*,*,49,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Valiant Academy,91246,078582002,English Learners,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Valiant Academy,91246,078582002,Free Lunch,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Valiant Academy,91246,078582002,Students With Disabilities,*,*,*,*,*,*,*,*,
"Ahwatukee Foothills Prep Early College High School, Inc.",90758,Valiant Academy,91246,078582002,Reduced Lunch,*,*,*,*,*,*,*,*,
Ajo Unified District,4409,,,           _,All Students,17,42,*,299,73,*,*,445,
Ajo Unified District,4409,,,           _,English Learners,*,*,*,74,*,*,*,80,
Ajo Unified District,4409,,,           _,Free Lunch,*,36,*,237,36,*,*,323,
Ajo Unified District,4409,,,           _,Students With Disabilities,*,*,*,25,*,*,*,39,
Ajo Unified District,4409,,,           _,Reduced Lunch,*,*,*,26,15,*,*,55,
Ajo Unified District,4409,Ajo Elementary School,5831,100215001,All Students,12,24,*,205,60,*,*,315,
Ajo Unified District,4409,Ajo Elementary School,5831,100215001,English Learners,*,*,*,57,*,*,*,62,
Ajo Unified District,4409,Ajo Elementary School,5831,100215001,Free Lunch,*,26,*,159,30,*,*,227,
Ajo Unified District,4409,Ajo Elementary School,5831,100215001,Students With Disabilities,*,*,*,16,*,*,*,25,
Ajo Unified District,4409,Ajo Elementary School,5831,100215001,Reduced Lunch,*,*,*,18,14,*,*,42,
Ajo Unified District,4409,Ajo Headstart,84192,102601043,All Students,*,*,*,*,*,*,*,*,
Ajo Unified District,4409,Ajo Headstart,84192,102601043,English Learners,*,*,*,*,*,*,*,*,
Ajo Unified District,4409,Ajo Headstart,84192,102601043,Free Lunch,*,*,*,*,*,*,*,*,
Ajo Unified District,4409,Ajo Headstart,84192,102601043,Students With Disabilities,*,*,*,*,*,*,*,*,
Ajo Unified District,4409,Ajo Headstart,84192,102601043,Reduced Lunch,*,*,*,*,*,*,*,*,
Ajo Unified District,4409,Ajo High School,6292,100215002,All Students,*,18,*,94,13,*,*,130,
Ajo Unified District,4409,Ajo High School,6292,100215002,English Learners,*,*,*,17,*,*,*,18,
Ajo Unified District,4409,Ajo High School,6292,100215002,Free Lunch,*,*,*,78,*,*,*,96,
Ajo Unified District,4409,Ajo High School,6292,100215002,Students With Disabilities,*,*,*,*,*,*,*,11,
Ajo Unified District,4409,Ajo High School,6292,100215002,Reduced Lunch,*,*,*,*,*,*,*,13,
"Akimel O Otham Pee Posh Charter School, Inc.",5978,,,           _,All Students,*,13,*,*,*,*,*,17,
"Akimel O Otham Pee Posh Charter School, Inc.",5978,,,           _,English Learners,*,*,*,*,*,*,*,*,
"Akimel O Otham Pee Posh Charter School, Inc.",5978,,,           _,Free Lunch,*,162,*,*,*,*,*,170,
"Akimel O Otham Pee Posh Charter School, Inc.",5978,,,           _,Students With Disabilities,*,22,*,*,*,*,*,25,
"Akimel O Otham Pee Posh Charter School, Inc.",5978,,,           _,Reduced Lunch,*,*,*,*,*,*,*,13,
