schoolcode,totalenrolled,white,black,hispanic,lowincome,dropout
150162990252805,292,42.5,4.1,12.7,16.1,     
150162990252806,658,0.2,0.8,98.9,98.8,     
150162990252807,501,0.2,91,8.8,97.6,     
150162990252809,214,2.3,91.1,4.2,43.9,     
15016299025280C,341,0,100,0,98.5,     
150162990252811,797,1,3.6,91.5,90.3,     
15016299025281C,544,0,98.3,1.1,86.2,     
150162990252823,359,0.3,82.2,17.3,97.8,     
150162990252825,654,2.4,23.7,71.6,93.3,     
150162990252826,262,0,97.7,2.3,72.5,     
150162990252828,598,1.8,22.2,73.4,88.5,     
150162990252829,1078,0.5,1.9,97.1,96.9,     
15016299025282C,878,0.7,95.1,4,97.4,     
150162990252837,606,0.5,9.2,89.9,99.8,     
150162990252838,336,0.3,0.3,99.1,97.6,     
15016299025283C,643,0.2,98.6,1.2,90.7,     
150162990252842,564,0.7,1.4,97.3,94,     
150162990252844,381,0.5,91.3,7.9,98.4,     
15016299025284C,576,0.2,0,99.5,96,     
150162990252850,277,6.1,4.3,78,95.7,     
150162990252855,775,26.5,42.3,9.7,28.1,     
150162990252856,283,13.1,57.6,6.4,34.3,     
15016299025285C,611,0.5,0.7,98.5,90.8,     
150162990252862,453,0.7,45.9,53,96.7,     
150162990252864,311,0.6,1.9,96.5,97.1,     
150162990252867,768,2.2,1,95.4,94.1,     
150162990252870,486,1.6,1.9,93.8,97.1,     
150162990252873,302,4.3,1,92.1,95.4,     
150162990252876,1081,0.4,3.1,95.9,97.3,     
150162990252877,756,2,4.2,92.9,97.1,     
150162990252878,576,6.8,23.4,62.7,63,     
150162990252881,769,2,6,90.4,95.3,     
150162990252886,970,0.6,3,95.5,98.7,     
150162990252889,504,2.8,31.5,62.7,98.6,     
150162990252892,346,0,99.4,0,98.3,     
150162990252893,417,3.1,12.5,80.1,98.3,     
150162990252895,504,0.2,97.4,1.4,82.9,     
150162990252896,835,0.1,0.6,99,97.6,     
150162990252897,831,0.5,0,99.5,97.1,     
150162990252898,592,0.3,0.3,99,96.8,     
150162990252900,468,0.9,3.6,95.5,97.4,     
150162990252901,286,0,1.7,97.6,91.3,     
150162990252902,385,0,94.8,1.3,97.9,     
150162990252903,193,0,98.4,1.6,96.9,     
150162990252904,391,5.9,16.4,76.5,92.1,     
150162990252908,636,0.3,25,74.2,97.3,     
150162990252912,838,0.6,6.9,91.8,96.7,0
150162990252913,582,0.7,25.9,72.3,97.9,     
150162990252914,1014,1.1,0.8,97,96.7,     
150162990252915,490,1.8,3.5,94.1,97.1,     
150162990252916,556,0.5,45,53.1,91.4,     
150162990252918,250,0,92.8,6,86.8,     
150162990252919,1153,1.3,0.5,97.3,95,     
150162990252920,597,22.9,2.5,69.3,74.9,     
150162990252921,443,9,49.4,33.2,89.2,     
150162990252922,503,0.2,84.7,13.3,85.7,     
150162990252923,550,2.9,3.6,92.4,92.4,     
150162990252924,701,5.6,81.5,7.1,79.5,     
150162990252926,435,0.5,1.6,97.9,93.6,     
150162990252930,672,9.4,28.4,48.8,89.3,     
150162990252933,704,4.1,12.2,82,86.8,     
150162990252934,803,0.9,1.4,96.3,90.9,     
150162990252935,321,4,1.6,90.3,90.3,     
150162990252936,429,0.7,83.7,13.8,98.8,     
150162990252937,283,0,98.9,0.7,99.6,     
150162990252941,406,16.5,61.1,12.8,54.2,     
150162990252943,1001,0.5,20.3,78.5,94.7,     
150162990252945,248,0,96.8,2.4,87.1,     
150162990252949,427,43.8,8.7,38.6,33.3,     
150162990252951,446,0.2,98.2,1.6,96.2,     
150162990252953,559,70.1,0.9,22,20.6,     
150162990252954,261,0,93.1,6.5,97.7,     
150162990252955,589,30.6,20,40.7,41.6,     
150162990252958,1007,0.7,3.1,95.8,95.1,     
150162990252959,488,40.4,12.7,11.7,12.5,     
150162990252960,445,0,97.1,1.6,91.5,     
150162990252961,360,1.9,92.2,5,90.8,     
150162990252963,962,5.6,1.6,89.5,90.7,     
150162990252964,845,5,1.4,93,96,     
150162990252965,795,34.8,5.9,21.1,89.8,     
150162990252966,940,2.4,0.4,96,87.4,     
150162990252967,460,15,33.9,27.2,38.3,     
150162990252968,649,1.2,1.5,96.3,97.5,     
150162990252969,434,1.6,2.1,95.4,93.1,     
15016900025201C,725,6.5,4.6,82.6,84.3,0
15016901025201C,495,0.6,68.9,26.5,81.8,     
15016902025201C,277,0.4,97.1,2.2,23.5,1.7
15016903025201C,176,0.6,99.4,0,92.6,     
15016904025201C,301,0,99.3,0.3,64.5,     
15016904025202C,260,0,99.6,0.4,60.8,     
160194240260001,600,82.7,1.3,15,34.5,1
160194240261003,416,80,1.2,17.5,35.8,     
160194240262002,239,75.7,2.9,18,39.7,     
160194240262004,221,73.8,3.2,21.3,42.1,     
160194240262005,250,76.4,2.4,19.6,42,     
160194250260001,206,99,1,0,25.2,0
160194250261001,194,95.9,1,2.1,25.8,     
160194250262002,273,93.8,2.2,1.1,35.2,     
160194260260003,170,78.2,1.8,17.1,41.8,0.6
160194260262001,378,82.8,0.8,12.2,42.9,     
160194270260001,1254,85.2,3.3,4.5,17.9,0.6
160194270261002,870,84.5,2.1,6.9,25.2,     
160194270262004,268,90.7,1.1,2.2,16,     
160194270262005,342,86,3.8,3.8,31,     
160194270262006,270,75.9,4.1,5.6,48.9,     
160194270262007,289,85.8,4.5,4.8,22.1,     
160194270262008,460,84.8,2.2,7,14.3,     
160194280260011,1789,54.9,15,24.4,50.9,3
160194280261010,822,52.1,14.1,28.2,55.1,     
160194280262005,325,50.2,13.8,27.1,57.8,     
160194280262006,287,52.6,34.5,7,55.7,     
160194280262007,427,37.5,12.9,43.3,78.2,     
160194280262008,254,41.3,34.3,13.4,65.4,     
160194280262009,544,53.9,7.2,32.2,57.7,     
160194280262010,529,43.5,19.5,28.7,59.5,     
160194280262011,319,42.9,38.9,6,64.6,     
160194280262012,333,55.6,26.7,12.6,61.3,     
160194280262014,593,33.6,19.6,40.3,74.9,     
160194290260003,217,88.9,0,7.4,23,0.5
160194290262001,154,88.3,0,9.7,29.9,     
160194290262002,313,90.4,0.3,6.1,11.8,     
160194300260001,705,84.3,0.1,14.3,32.6,2.3
160194300261001,458,81.7,0.2,14.2,38.6,     
160194300262003,256,72.7,0,25,35.2,     
160194300262004,171,74.9,0.6,18.7,43.3,     
160194300262006,195,86.2,1,10.8,41,     
160194300262007,278,78.8,0.4,16.5,48.6,     
160194320260003,277,89.5,0.4,6.5,18.1,0.4
160194320261001,248,89.1,0.8,8.9,29,     
160194320262001,286,85.3,1.4,11.5,37.4,     
170200150260001,610,92.3,0.7,4.1,40.8,2.1
170200150261002,428,89.5,0.5,5.6,50.7,     
170200150262003,160,85.6,0.6,6.3,62.5,     
170200150262004,546,87.4,0.7,6.2,53.5,     
170200150262005,208,89.4,1.4,6.7,48.1,     
170200180260001,227,96.9,0.4,1.3,42.7,0.9
170200180262003,261,93.5,1.1,1.9,45.2,     
170200180262005,279,92.8,1.4,1.4,45.5,     
170530050260001,158,97.5,0,1.9,5.7,0.6
170530050262001,341,95.3,0,2.1,24.6,     
17053006J260001,116,91.4,0.9,4.3,53.4,2.6
17053006J262005,114,88.6,0,5.3,59.6,     
17053006J262006,172,89.5,1.2,6.4,65.7,     
170530080260001,569,90.7,1.1,3.9,35.1,0.7
170530080261001,282,90.8,0.7,1.4,40.1,     
170530080262001,218,89.4,0.9,0.9,42.7,     
170530080262005,399,88,1.3,4.3,43.6,     
170530080262006,150,85.3,0,6,57.3,     
170530080262007,302,89.1,0.7,3,43.4,     
170530740270001,147,93.2,0.7,3.4,40.1,2.1
170530740272001,200,88,0.5,7,47,     
170530900170001,676,84.8,3.1,8.6,38.9,1.6
170532300170001,258,92.6,0.4,5.8,34.5,0.8
170532320022001,554,89.7,1.3,6,41.9,     
170534250042001,45,91.1,6.7,2.2,6.7,     
170534260042001,108,86.1,2.8,10.2,53.7,     
170534290041001,378,82.8,4,7.4,51.3,     
170534290042002,376,74.2,2.4,15.4,62,     
170534290042004,241,76.8,3.7,11.6,63.9,     
170534290042005,255,77.6,3.5,9.8,58,     
170534350042001,143,96.5,0.7,0.7,45.5,     
170534380042001,127,92.9,0,6.3,54.3,     
170540210260001,108,97.2,0,2.8,43.5,0
170540210262004,75,93.3,0,6.7,46.7,     
170540230260001,167,96.4,1.2,1.2,35.9,0
170540230262002,341,93.8,1.5,2.3,41.9,     
170540270021001,391,91.6,4.3,0,42.2,     
170540270022003,103,85.4,1,1,50.5,     
170540270022004,189,82.5,5.8,3.2,49.2,     
170540270022006,245,86.9,4.1,0,64.1,     
170540270022007,226,86.7,4,0.9,67.7,     
170540610042001,278,91.4,2.9,0,48.9,     
170540880022005,116,94,0.9,3.4,63.8,     
170540920042001,206,89.8,1.9,3.9,34,     
170544040160001,843,88.5,3.1,2.8,43.5,5.5
170640020260003,229,97.4,0,1.3,24.5,0
170640020261002,127,96.1,0,1.6,24.4,     
170640020262001,422,95,0.9,1.4,29.9,     
170640030260002,342,95.3,0.9,0.9,8.5,0.9
170640030261001,394,92.4,0,2.3,6.3,     
170640030262001,333,92.5,1.5,1.5,11.1,     
170640040260001,396,95.2,1.3,2,27.8,1.1
170640040262002,541,90.6,0.6,4.6,32.3,     
170640050260001,2121,65.4,12,7.5,25.1,0.9
170640050260002,1618,73.7,12.2,6.9,30.3,0.7
170640050260003,41,78,7.3,2.4,51.2,0
17064005026001C,53,47.2,37.7,9.4,71.7,17
170640050261002,674,68.2,8.5,4.3,23.1,     
170640050261003,745,69.9,12.8,8.3,34.8,     
170640050261004,868,67.7,13,5.4,33.2,     
170640050261005,824,63.2,8,10.9,30.3,     
170640050262002,541,53.8,25.5,4.6,56.7,     
170640050262003,513,45.6,9.6,32.4,74.7,     
170640050262004,101,84.2,9.9,5,32.7,     
170640050262005,271,64.2,25.5,4.1,44.6,     
170640050262007,268,54.9,12.7,3.4,39.9,     
170640050262008,517,55.5,8.5,3.7,24.2,     
170640050262009,269,91.4,1.9,3.7,12.3,     
170640050262010,406,48.3,27.3,5.4,67.5,     
170640050262012,557,64.5,4.7,3.1,8.4,     
170640050262013,342,55,23.7,11.4,53.2,     
170640050262014,188,85.6,2.7,0.5,17,     
170640050262015,386,71.8,16.3,5.2,44.6,     
170640050262016,508,81.7,4.5,4.5,16.3,     
170640050262017,347,59.1,20.2,8.4,64,     
170640050262018,620,71.3,2.9,1,10.5,     
170640050262019,568,63.9,5.1,1.8,8.3,     
170640070260002,137,93.4,0.7,0,19.7,1.5
170640070261001,104,95.2,2.9,0,18.3,     
170640070262001,237,96.2,0.4,0.8,22.8,     
170640160260009,530,93,0.8,2.8,31.9,0.8
170640160261001,403,92.8,0.7,2.2,42.2,     
170640160262002,346,93.4,0.6,2,49.4,     
170640160262003,295,94.2,0,3.4,37.3,     
170640160262006,265,94.3,1.1,0.8,33.2,     
170640190260001,149,91.9,0.7,5.4,35.6,0.7
170640190261001,136,91.9,0.7,5.9,42.6,     
170640190262002,302,92.1,1.7,3.3,42.4,     
170640870250001,1371,53.7,23.6,12.6,52.8,1.4
170640870251002,1202,49.3,22.4,13.6,59.5,     
170640870252003,402,38.6,15.7,39.3,77.9,     
170640870252006,368,32.6,37.5,11.7,89.1,     
170640870252009,495,56.8,10.7,9.5,36.4,     
170640870252011,355,35.2,41.7,7.9,82.8,     
170640870252012,449,47,24.5,10.7,53.7,     
170640870252013,418,72,8.1,7.9,31.6,     
190220020021001,672,24,2.7,67.3,64.9,     
190220020022005,710,27,1.8,67.6,66.9,     
190220020022006,775,20.3,4.6,67.5,68.5,     
190220040021009,1333,22.1,2.1,69.5,63.3,     
190220040022002,402,11.4,4,79.6,86.3,     
190220040022003,574,20.6,0.9,71.1,70.6,     
190220040022004,323,11.5,2.8,80.5,77.1,     
190220040022005,394,4.1,1.5,92.6,86.5,     
190220040022008,223,37.7,2.7,48.9,50.2,     
190220040022010,479,52.4,1.3,33.8,37,     
190220040022011,286,19.6,1.4,71.3,67.1,     
190220070021004,338,44.7,1.8,47.9,47,     
190220070022002,334,35.6,3,53.6,53,     
190220070022003,300,38.3,2.3,50.3,54,     
190220100021001,333,74.8,0.9,15,18.6,     
190220100022002,355,69.3,0,18.6,10.1,     
190220100022003,286,72.7,0.7,14,3.5,     
190220110021003,212,61.8,5.2,20.3,30.2,     
190220110022001,213,62.9,3.8,21.1,34.7,     
190220110022002,234,63.7,5.6,19.2,21.8,     
190220120021005,247,84.6,1.2,6.5,26.3,     
190220120022004,426,81.5,2.6,5.2,25.6,     
190220130021001,433,69.7,0.5,11.1,6.2,     
190220130022002,403,62.8,0.7,15.6,10.2,     
190220130022004,471,73.2,0.4,7.6,5.1,     
190220150021004,866,20.2,14.8,50.1,74.4,     
190220150022001,362,15.5,17.4,50.6,78.7,     
190220150022003,443,11.7,9.9,63.7,81.9,     
190220150022004,439,42.6,9.8,30.3,53.3,     
190220150022006,497,15.7,12.9,55.9,76.5,     
190220160021004,649,21.6,5.9,49.2,39.3,     
190220160022001,363,17.9,4.1,48.8,40.8,     
190220160022005,444,23.6,6.1,45,43.7,     
190220160022006,412,16.3,4.6,50.7,45.4,     
190220200021001,488,36.7,17.4,31.4,49,     
190220200022002,481,63.4,5,19.3,22.5,     
190220200022003,536,21.3,22.8,43.8,47,     
190220250021001,269,74,2.2,10,6.3,     
190220250022002,364,74.5,1.4,12.9,6.6,     
190220330021006,1340,14.3,2.4,79.8,54,     
190220330022001,566,13.8,0.5,84.3,52.3,     
190220330022002,392,26,4.3,66.3,50.8,     
190220330022004,428,3,5.8,89.7,64.7,     
190220330022005,486,11.9,1.4,85,57.8,     
190220330022006,480,5.2,1.7,91,61.3,     
190220330022007,441,26.8,2.3,59.9,55.3,     
190220340022001,113,73.5,1.8,16.8,11.5,     
190220340022002,188,79.8,3.2,11.7,13.8,     
190220410021009,1180,68.1,4,11.9,21.7,     
190220410022001,511,70.6,1.4,7,14.3,     
190220410022002,559,80.7,1.6,8.9,12.9,     
190220410022003,670,49.4,6.4,24.8,43,     
190220410022004,630,61.6,3.2,14.3,23.8,     
190220440021009,1029,63.2,5.4,16.2,32,     
190220440022001,362,57.2,8.6,11.9,36.2,     
190220440022005,420,84.8,0.7,6.2,16.9,     
190220440022009,289,47.4,8,15.9,37.4,     
190220440022010,280,67.5,6.1,13.2,24.3,     
190220440022012,289,80.3,1.4,12.8,22.8,     
190220440022013,494,42.7,6.1,33.2,52.6,     
190220450021006,680,56.3,6,21.5,39.7,     
190220450021007,451,31.7,8.9,51.2,66.5,     
190220450022001,533,69,2.6,19.5,25.1,     
190220450022010,429,35.7,9.3,46.6,60.6,     
190220450022011,475,31.4,8,51.6,62.7,     
190220450022013,403,67,5,14.9,32.3,     
190220450022015,210,11.4,10,48.1,76.2,     
190220450022016,303,21.5,8.3,42.9,63,     
190220480021003,201,55.7,6.5,20.9,43.3,     
190220480022001,137,56.2,10.9,21.2,38,     
190220480022002,144,61.8,7.6,16,39.6,     
190220530021001,201,39.8,1,6,1,     
190220530022002,325,43.1,1.2,2.2,0.6,     
190220580021014,677,84.9,0.9,7.5,9.6,     
190220580021015,516,71.9,7.2,12.4,16.3,     
190220580022001,242,74.4,2.9,6.2,6.2,     
190220580022002,268,60.1,7.5,21.6,32.5,     
190220580022003,340,77.1,3.2,9.1,5.9,     
190220580022004,366,77,0.5,10.1,9,     
190220580022005,386,85.5,3.1,4.9,9.3,     
190220580022006,397,56.4,10.1,16.6,14.4,     
190220580022007,403,64.3,5.7,20.8,17.1,     
190220580022008,504,82.3,2.2,7.7,7.1,     
190220580022010,355,87.3,1.1,3.1,3.1,     
190220580022013,303,82.5,3,6.9,8.3,     
190220580022014,400,74,3.8,13.5,14.5,     
190220600021001,426,45.5,9.4,16,34.7,     
190220600022001,487,47.2,6.2,18.3,33.7,     
190220600022002,476,43.7,9.2,20.6,37.8,     
190220610021004,506,61.5,13.8,14.6,36.2,     
190220610022001,524,56.7,9,21.6,40.5,     
190220610022002,449,57.5,12.9,19.4,36.7,     
190220620021001,391,62.1,4.1,7.9,15.6,     
190220620022002,485,61.4,4.3,6.8,12.2,     
190220630021001,289,70.6,4.5,5.9,17.3,     
190220630022002,461,69,4.8,10,13.9,     
190220660021001,337,73.6,3,7.7,12.2,     
190220660022002,331,69.2,4.2,10,15.4,     
190220660022004,352,73.9,1.7,9.7,18.8,     
190220680021001,627,44.2,14.4,29.5,41.8,     
190220680022001,419,38.9,16.9,34.1,51.8,     
190220680022002,330,57.6,9.7,18.2,32.7,     
190220680022003,438,46.6,9.1,26.9,42.7,     
190220680022004,339,47.5,10.6,30.4,43.7,     
190220680022005,400,41,9.8,39,49.8,     
190220680022006,380,32.4,24.5,33.7,56.3,     
190220860170001,2765,71.4,2.1,6,7.8,0
190220860170002,1507,55.9,20.2,11.5,30.8,0.8
190220870170001,2244,44.3,10,30.6,44.1,1
190220870170002,2229,40.6,8.7,24.5,36.5,0.9
190220870170003,2322,59.9,4.8,18,25.8,0.8
190220870170004,1171,62.1,10,12.6,26.8,0.3
190220880160001,2005,30.4,2.2,61.7,52.6,1.1
190220880160002,1887,49.8,9.2,28.8,46.2,1.1
190220890041003,650,65.5,7.1,12.3,20.6,     
190220890042001,358,69.6,5.9,10.6,16.5,     
190220890042002,383,63.7,7.3,12,23,     
190220890042004,470,49.8,6,11.9,20.6,     
190220890042006,323,61,10.2,13,17.3,     
190220930041004,649,42.4,6.6,23.1,34.8,     
190220930042001,343,45.8,4.7,32.7,46.6,     
190220930042004,280,40.4,7.1,38.2,48.2,     
190220930042006,386,39.9,11.7,24.4,48.2,     
190220930042007,340,30.3,6.5,37.1,49.1,     
190220930042009,676,46.3,7.1,25.3,37.1,     
190220930042010,367,61.3,3.8,12.3,28.1,     
190220930042011,568,48.9,4.6,18.1,29.2,     
190220940160001,2035,30,1.6,59.6,47.5,0.5
190220990160001,2207,72.5,6.3,11.6,16.9,0.6
190220990160002,2653,59.3,11.3,18.6,28.4,1.6
190221000160001,1485,30.8,2.8,58.8,54.1,0.9
190221080160001,2599,63.6,5.8,18.2,18.5,0.7
190221800041001,250,7.6,70.4,10.8,80.4,     
190221800042002,371,14,66.3,8.6,83.3,     
190221810041002,752,72.7,1.9,6.5,7,     
190221810041003,643,82,0.5,5.9,3.1,     
190221810042001,299,48.5,2.7,7.4,4.7,     
190221810042003,395,70.9,1,9.4,1.5,     
190221810042004,387,79.8,0.3,4.7,2.1,     
190221810042006,323,77.1,0.3,3.7,1.5,     
190221810042007,392,72.7,0.5,11,4.8,     
190221810042008,347,70.6,0.3,6.6,3.5,     
190221810042009,271,80.1,0.4,2.2,1.1,     
190222000260020,2009,65.1,5.7,18.5,24.2,0.6
190222000260021,2100,67.7,7.4,14.1,25.5,0.6
190222000261001,769,61.6,10.8,17,30.4,     
190222000261017,635,73.7,4.4,9.6,17.5,     
190222000261018,700,65.4,4.4,14.7,26.6,     
190222000261020,740,57,4.7,28.9,32.8,     
190222000262001,309,68.9,7.1,12.6,23.3,     
190222000262002,255,58,1.6,15.7,38,     
190222000262006,497,69.8,3.8,11.3,29.4,     
190222000262007,378,71.4,2.4,14.6,19.3,     
190222000262008,365,66.8,6.6,7.9,24.7,     
190222000262009,501,65.1,12,7.4,25.5,     
190222000262010,633,53.9,12.6,22.4,35.9,     
190222000262011,383,56.9,9.4,25.1,33.4,     
190222000262012,434,58.1,7.8,22.1,35.5,     
190222000262013,431,81.4,5.8,4.4,13,     
190222000262014,484,80.8,3.1,6,9.3,     
190222000262016,466,63.3,3,21.7,28.1,     
190222000262018,441,29,3.6,60.3,69.8,     
190222010260001,449,64.4,7.6,20.5,35.2,0.2
190222010261004,277,65,6.9,19.1,34.7,     
190222010262001,348,67,6.6,17.2,30.5,     
190222010262002,227,45.8,11.5,31.3,53.3,     
190222020260001,484,67.6,9.3,10.1,27.5,0
190222020261002,322,66.1,8.1,10.9,28.3,     
190222020262004,387,63.8,8,15.2,33.3,     
190222020262005,238,65.1,8.8,13,33.6,     
190222030260001,2842,68.8,4.2,7.6,13.9,0.1
190222030260013,2738,61.1,5.7,10.9,16.8,0.1
190222030261009,758,76.3,4.4,8.3,12.8,     
190222030261010,885,50.2,6.7,20.5,24.1,     
190222030261011,635,75,3,9.9,16.5,     
190222030261012,663,70.6,5.6,5.4,13.4,     
190222030261013,990,55.9,1.4,5.4,8.5,     
190222030262002,252,71,5.2,7.9,18.7,     
190222030262003,640,68.8,6.7,12.8,20.5,     
190222030262004,507,70.8,0.2,4.7,5.3,     
190222030262005,641,54.3,9,19.3,31.7,     
190222030262006,242,71.5,3.3,12.4,13.2,     
190222030262007,495,74.9,2.6,5.5,7.7,     
190222030262008,447,77.4,4.3,8.7,14.8,     
190222030262012,538,55.8,8.6,16.4,27.3,     
190222030262013,555,47.4,4.1,15.7,21.3,     
190222030262014,425,62.1,14.4,8,27.5,     
190222030262015,487,57.9,1.8,6.6,12.5,     
190222030262016,498,59,0.6,20.1,12,     
190222030262017,477,55.3,1.9,5.7,9.2,     
190222030262018,407,73.2,2.2,4.2,14.5,     
190222040260001,2572,47.3,13.4,16,21.9,0.2
190222040260002,3698,58.2,5.5,6.8,7.4,0.2
190222040260005,2853,46,13,13.5,20.3,0.4
190222040261001,913,42.7,12.9,11.2,22,     
190222040261002,891,54.3,4.8,7.2,7.9,     
190222040261003,961,41.1,11.1,15.8,21.2,     
190222040261004,1004,60.1,2.8,5.9,4.3,     
190222040261005,838,45.9,8.8,11.1,17.7,     
190222040261006,1030,44.4,6.6,4.9,9.7,     
190222040261007,938,43.8,16.7,22.2,32.9,     
190222040262002,384,28.9,24,27.6,48.2,     
190222040262005,401,63.1,4.2,10,11.7,     
190222040262006,577,52.7,13,10.4,22,     
190222040262007,539,28.6,14.5,44.9,58.6,     
190222040262008,624,45.2,15.4,22,30.3,     
190222040262009,645,60.3,2.9,4.5,6.4,     
190222040262010,647,34.5,3.6,3.7,4.2,     
190222040262012,538,55.9,8.7,8.4,12.3,     
190222040262013,522,64.8,2.1,6.1,4.4,     
190222040262015,734,40.6,5.7,14.4,15.8,     
190222040262016,534,40.8,6.7,7.7,12.2,     
190222040262017,369,52.8,10.8,4.6,9.2,     
190222040262018,649,29.6,10.6,14.9,27,     
190222040262019,359,47.9,2.8,6.4,4.7,     
190222040262020,450,37.6,13.3,23.6,35.3,     
190222040262021,622,30.1,8,10,12.9,     
190222040262022,703,32.4,8.4,8.8,15.8,     
190222040262023,360,31.7,5.3,10.6,12.2,     
190222040262024,549,45.5,2.4,3.1,3.8,     
190222040262025,558,41,8.1,9,14.9,     
190222040262026,665,40.2,2.9,3.5,6.2,     
190222050260003,2732,75.2,3.3,13.7,15.2,0.9
190222050261001,712,81.2,2.2,7,7,     
190222050261002,542,56.1,2.2,31.4,36,     
190222050261012,716,79.1,1.1,9.8,10.2,     
190222050262002,283,82.7,0,8.8,7.4,     
190222050262003,422,29.1,3.3,58.1,63.3,     
190222050262004,459,70.2,1.3,13.5,13.7,     
190222050262005,420,73.3,0.7,14.3,9,     
190222050262006,496,79.4,1.4,6.7,6.3,     
190222050262007,443,78.6,2.5,9.9,11.7,     
190222050262008,377,80.9,0.8,7.2,6.1,     
190222050262009,540,86.5,0.4,7.6,4.3,     
200240010260005,280,95,1.4,1.8,27.9,0.4
200240010262001,465,95.1,0.4,1.3,35.9,     
200240010262004,186,96.8,0,0,53.2,     
200300070260001,199,95,0,1,55.3,1
200300070261001,231,94.4,0,1.7,64.1,     
200300070262001,322,96.9,0,0.6,61.2,     
200330100260002,577,96.7,0.2,0.7,47.5,0.3
200330100262002,159,96.2,0,1.9,43.4,     
200330100262004,449,95.3,0.9,1.6,55,     
200350010260003,161,95.7,1.2,0,50.3,1.9
200350010261001,116,93.1,0.9,0.9,55.2,     
200350010262001,303,91.1,0,0.3,61.7,     
200760010260001,153,98,0,0.7,49.7,0.7
200760010262002,380,94.7,0.5,0,58.9,     
200830010260001,119,97.5,0,0,50.4,0
200830010261001,71,90.1,0,7,45.1,     
200830010262002,244,94.3,0,0,56.6,     
200830020260001,134,78.4,9.7,0.7,54.5,0
200830020262002,316,78.2,12,0.6,32,     
200830030260001,542,84.9,4.1,2.4,57.7,2.6
200830030261002,473,83.7,4.9,1.1,60,     
200830030262009,449,83.3,4.5,2.2,66.1,     
200830030262010,508,83.9,2.6,2.6,60.2,     
200830040260001,359,91.4,1.7,1.7,62.4,2.8
200830040261002,244,96.3,0,1.2,64.8,     
200830040262004,586,93,0.5,1.7,58.7,     
200930170242001,135,95.6,0.7,0,57.8,     
200933480260001,504,97,0,0.6,38.5,3.4
200933480261003,319,95.9,0.9,0.6,50.2,     
200933480262003,298,97.3,0.7,0.7,62.1,     
200933480262005,394,95.4,0.5,1.5,45.9,     
200960060042001,180,98.9,0,0,36.7,     
200960140042001,98,95.9,0,2,44.9,     
200960170042001,163,95.7,0.6,1.8,35,     
200961000260001,154,97.4,1.3,1.3,33.8,0
200961000262005,360,97.5,1.1,0.6,41.4,     
200961120042001,342,92.1,4.4,0.9,60.8,     
200961120042002,381,90,4.7,0.5,48.8,     
200962000260001,127,99.2,0,0,40.2,3.1
200962000261001,117,98.3,0,0,55.6,     
200962000262002,71,98.6,0,0,43.7,     
200962000262003,86,98.8,0,1.2,48.8,     
200962250160001,423,95,0.7,0.9,42.1,1.7
200970010260003,149,95.3,0,0,53.7,1.2
200970010262002,171,93,0,0,54.4,     
200970030260001,193,95.9,1,2.6,40.9,0
200970030262002,349,98.3,0.9,0.9,44.7,     
200970030262003,153,98.7,0,1.3,68,     
200970050260001,368,95.4,0.5,1.4,50.5,2.4
200970050261007,188,95.7,0.5,2.1,56.9,     
200970050262005,212,98.1,0,0.5,56.1,     
200970050262006,230,95.7,0,1.7,57.8,     
200970050262007,330,96.1,0.3,1.2,60.3,     
210280470041002,452,95.1,0.2,1.1,53.5,     
210280470042001,656,92.5,0.8,1.5,58.1,     
210280910042001,90,95.6,0,0,43.3,     
210280990260001,233,97,0.9,0,7.7,3.9
210280990262001,590,96.9,0.2,0,12.5,     
210281030130001,565,95.6,0.5,1.1,51.2,3.9
210281150042001,202,96.5,0,1,51.5,     
210281680260001,519,96.1,0.4,1.7,47.6,7.1
210281680261002,277,93.1,1.8,2.2,52.3,     
210281680262003,526,93.9,1,2.3,55.5,     
210281680262004,496,95.4,0.8,1.2,59.3,     
210281740260001,111,96.4,0,0,43.2,0
210281740262001,230,99.6,0,0,44.3,     
210281880260001,179,96.1,0,1.7,59.8,1.7
210281880261001,145,92.4,1.4,1.4,64.8,     
210281880262003,274,91.2,2.6,2.6,72.3,     
210281960260001,206,96.1,0.5,1.5,43.7,1.9
210281960261001,144,95.1,0,3.5,43.8,     
210281960262001,330,93.6,0,2.4,50.3,     
210440010260001,192,96.9,0,2.1,28.6,1
210440010262001,438,96.1,1.4,0.5,35.6,     
210440320032003,243,96.3,0,0.4,50.2,     
210440430032001,56,85.7,1.8,0,51.8,     
210440550022001,436,94.3,0.5,1.1,57.3,     
210440640022001,131,95.4,0,1.5,55,     
210441330170001,357,97.2,0.3,1.4,45.9,2
210610010260001,591,86.5,5.9,1.4,53.6,1.5
210610010261001,321,85.7,5.6,0.9,55.8,     
210610010262001,133,92.5,0.8,2.3,31.6,     
210610010262002,204,90.2,2.9,1.5,39.2,     
210610010262003,607,73.1,9.1,4.3,84.2,     
210610010262006,161,90.7,1.2,0.6,45.3,     
210610010262010,197,82.7,7.6,0.5,85.3,     
210610380260001,118,89,0.8,3.4,61.9,2.7
210610380262001,153,91.5,0,3.3,66,     
211000010260001,334,95.5,0.9,2.4,53,1.8
211000010262002,325,92.6,0.6,1.5,62.2,     
211000010262003,280,88.2,0.4,3.9,68.9,     
211000010262004,179,89.9,0,2.8,57,     
211000020260001,1084,80.6,10.1,4,33.2,2.4
